City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
147,Avarua,-21.2078,-159.775,86.05,70,40,13.8,CK,1677967612
148,Hermanus,-34.4187,19.2345,67.8,90,96,6.78,ZA,1677967613
149,Itarema,-2.9248,-39.9167,79.9,82,97,11.79,BR,1677967613
150,Chirongui,-12.9319,45.1483,84.13,79,100,15.5,YT,1677967613
151,Longkou,37.6508,120.3286,41.99,70,81,10.69,CN,1677967613
152,Meridian,43.6121,-116.3915,43.65,63,75,21.85,US,1677967382
153,Cidreira,-30.1811,-50.2056,73.8,92,55,4.23,BR,1677967454
154,East London,-33.0153,27.9116,72.7,86,20,9.37,ZA,1677967614
155,Ponta Delgada,37.7333,-25.6667,59.72,67,20,16.11,PT,1677967614
156,Arraial do Cabo,-22.9661,-42.0278,80.56,73,0,18.41,BR,1677967555
157,Paka,4.6374,103.4368,74.37,86,100,9.51,MY,1677967614
158,Bandar,2.05,99.75,70.14,98,100,2.66,ID,1677967615
159,Bengkulu,-3.8004,102.2655,73.13,90,95,4.29,ID,1677967615
160,Muros,42.7762,-9.0603,44.1,82,0,4.76,ES,1677967615
161,Bambous Virieux,-20.3428,57.7575,80.22,80,100,2.89,MU,1677967615
162,Krasnaya Gora,52.9995,31.6023,25.36,73,38,17.36,RU,1677967616
163,Viedma,-40.8135,-62.9967,71.76,29,38,20.96,AR,1677967616
164,Butaritari,3.0707,172.7902,81.23,77,92,6.78,KI,1677967616
165,Nador,35.174,-2.9287,55.65,67,0,3.44,MA,1677967616
166,Monrovia,6.3005,-10.7969,80.37,88,5,7.09,LR,1677967490
167,Aripuanã,-9.1667,-60.6333,78.39,90,100,1.28,BR,1677967617
168,Enterprise,36.0252,-115.2419,63.7,22,75,31.07,US,1677967617
169,Alta Floresta,-9.8756,-56.0861,77.95,89,42,3.53,BR,1677967617
170,Sabang,5.8933,95.3214,81.32,73,72,18.07,ID,1677967618
171,Kahului,20.8947,-156.47,75.22,83,75,17.27,US,1677967579
172,Hithadhoo,-0.6,73.0833,81.55,74,55,5.1,MV,1677967618
173,Banda Aceh,5.5577,95.3222,77.43,75,99,7.49,ID,1677967618
174,Houma,29.5958,-90.7195,75.2,42,4,7.92,US,1677967618
175,Norrtälje,59.758,18.705,30.02,65,97,10.67,SE,1677967619
176,Bubaque,11.2833,-15.8333,75.72,66,52,13.29,GW,1677967619
177,Evensk,61.95,159.2333,-21.71,96,100,5.55,RU,1677967619
178,Norman Wells,65.282,-126.8329,-8.73,90,87,10.38,CA,1677967619
179,Saint Paul Harbor,57.79,-152.4072,33.31,40,0,16.11,US,1677967620
180,Bethel,41.3712,-73.414,42.94,75,100,6.91,US,1677967617
181,Griffith,41.5284,-87.4237,47.1,76,75,13.8,US,1677967620
182,Vaitape,-16.5167,-151.75,82.06,71,100,9.26,PF,1677967620
183,Arlit,18.7369,7.3853,81.81,10,80,10.78,NE,1677967621
184,Padang,-0.9492,100.3543,75.54,85,79,5.06,ID,1677967464
185,Jalu,29.0331,21.5482,61.3,72,76,17.72,LY,1677967631
186,Atar,20.5169,-13.0499,75.92,20,1,8.01,MR,1677967631
187,Faya,18.3851,42.4509,55.92,57,21,3.53,SA,1677967631
188,Tiksi,71.6872,128.8694,-1.26,100,100,1.95,RU,1677967632
189,Lugovskoy,56.9585,64.529,24.17,95,100,7.67,RU,1677967632
190,Guerrero Negro,27.9769,-114.0611,62.87,56,0,18.3,MX,1677967431
191,Sapa,5.1544,120.3241,79.21,82,87,10.74,PH,1677967632
192,Qaqortoq,60.7167,-46.0333,26.74,91,73,6.44,GL,1677967633
193,Vilhena,-12.7406,-60.1458,79.02,83,75,2.3,BR,1677967584
194,Teeli,51.0333,90.2333,6.58,70,78,4.23,RU,1677967633
195,Moctezuma,29.8,-109.6667,74.68,14,0,9.19,MX,1677967634
196,Jumla,29.2747,82.1838,39.78,71,1,4.76,NP,1677967634
197,Gamboma,-1.8764,15.8644,80.94,50,100,2.08,CG,1677967634
198,Sisimiut,66.9395,-53.6735,22.03,87,13,3.15,GL,1677967634
199,Aleksandrov Gay,50.147,48.5704,31.59,84,100,12.73,RU,1677967635
200,Rapid Valley,44.0625,-103.1463,41.63,61,0,20.71,US,1677967635
201,Vila Franca do Campo,37.7167,-25.4333,59.41,75,100,16.02,PT,1677967635
202,Mossamedes,-15.1961,12.1522,69.12,72,0,7.78,AO,1677967636
203,Agadir,30.4202,-9.5982,59.45,84,100,3.85,MA,1677967636
204,Don Luan,11.5333,106.9167,67.3,72,59,6.53,VN,1677967636
205,Torbay,47.6666,-52.7314,25.39,61,56,7.0,CA,1677967637
206,Ifanadiana,-21.3,47.6333,69.76,100,100,0.83,MG,1677967637
207,Krasnosel'kup,65.7,82.4667,-8.28,98,98,10.29,RU,1677967638
208,La Ronge,55.1001,-105.2842,10.29,80,100,11.63,CA,1677967638
209,Panjakent,39.4952,67.6093,50.13,48,95,10.87,TJ,1677967638
210,Verkhnyaya Syrovatka,50.829,34.9586,31.73,80,70,17.0,UA,1677967639
211,Ruthin,53.1137,-3.3178,40.32,78,78,3.31,GB,1677967639
212,Douentza,14.9951,-2.9517,82.0,12,26,4.54,ML,1677967639
213,Noyabrsk,63.1994,75.4507,-14.03,100,98,6.73,RU,1677967640
214,Cayenne,4.9333,-52.3333,80.64,78,75,10.36,GF,1677967516
215,Cedar City,37.6775,-113.0619,40.17,52,40,31.07,US,1677967640
216,Payakumbuh,-0.2202,100.6308,67.26,96,97,1.52,ID,1677967640
217,Upernavik,72.7868,-56.1549,8.47,80,95,7.2,GL,1677967641
218,Mehamn,71.0357,27.8492,24.71,86,100,24.16,NO,1677967641
219,Katsuura,35.1333,140.3,51.39,68,100,16.84,JP,1677967641
220,Lompoc,34.6391,-120.4579,57.52,57,0,5.75,US,1677967464
221,Quatre Cocos,-20.2078,57.7625,80.1,82,100,6.2,MU,1677967642
222,Ancud,-41.8697,-73.8203,56.91,72,83,10.4,CL,1677967642
223,Pangody,65.85,74.4859,-21.96,100,92,5.26,RU,1677967643
224,Sebeta,8.9167,38.6167,59.04,71,62,4.47,ET,1677967643
225,Udarnyy,54.3409,42.8611,30.45,97,100,12.17,RU,1677967643
226,San Andrés,12.5847,-81.7006,84.22,70,20,12.66,CO,1677967643
227,Lagoa,39.05,-27.9833,57.45,83,100,30.6,PT,1677967644
228,Hurghada,27.2574,33.8129,68.74,55,11,6.2,EG,1677967617
229,Salalah,17.0151,54.0924,75.29,73,0,3.44,OM,1677967644
230,Talnakh,69.4865,88.3972,-12.8,100,100,1.79,RU,1677967644
231,Cabo San Lucas,22.8909,-109.9124,75.61,52,0,6.91,MX,1677967503
232,Pevek,69.7008,170.3133,-25.26,93,100,4.56,RU,1677967645
233,Kruisfontein,-34.0033,24.7314,67.89,92,1,1.86,ZA,1677967655
234,Hong Kong,22.2855,114.1577,64.45,71,0,10.0,HK,1677967211
235,Laas,46.6166,10.7002,37.02,82,24,5.48,IT,1677967656
236,San Cristobal,7.7669,-72.225,80.78,61,89,4.81,VE,1677967386
237,Megion,61.0296,76.1136,0.01,98,99,7.29,RU,1677967656
238,Bradford,53.7939,-1.7521,39.83,79,75,8.05,GB,1677967656
239,Anadyr,64.75,177.4833,0.1,84,75,2.24,RU,1677967656
240,Kaitangata,-46.2817,169.8464,53.37,73,78,4.32,NZ,1677967657
241,Walvis Bay,-22.9575,14.5053,64.09,82,0,6.91,NA,1677967547
242,Kumul,42.8,93.45,43.12,30,51,5.84,CN,1677967657
243,Sola,-13.8833,167.55,81.66,79,49,21.12,VU,1677967657
244,Vila,42.0304,-8.1588,38.28,64,2,3.44,PT,1677967531
245,Qaanaaq,77.484,-69.3632,9.68,45,0,9.37,GL,1677967658
246,Kuandian,40.7286,124.7847,32.65,84,9,2.1,CN,1677967658
247,Dakoro,14.5106,6.765,82.8,13,1,6.2,NE,1677967658
248,Portland,45.5234,-122.6762,47.91,75,75,18.41,US,1677967465
249,Ishigaki,24.3448,124.1572,64.99,60,0,18.25,JP,1677967658
250,Pisco,-13.7,-76.2167,77.05,69,0,11.5,PE,1677967527
251,St-Jean-Port-Joli,47.2171,-70.2658,28.89,93,100,6.2,CA,1677967659
252,Lavrentiya,65.5833,-171.0,14.63,95,100,6.89,RU,1677967659
253,Kem',64.9555,34.5793,3.9,100,100,3.94,RU,1677967659
254,Falam,22.9167,93.6833,52.66,49,0,3.49,MM,1677967660
255,Bāfq,31.6128,55.4107,62.89,18,5,6.96,IR,1677967660
256,Dutlwe,-23.9833,23.9,74.88,36,22,2.48,BW,1677967660
257,Beloha,-25.1667,45.05,69.48,97,100,9.86,MG,1677967660
258,Warwick,41.7001,-71.4162,38.28,85,100,20.71,US,1677967410
259,Sitka,57.0531,-135.33,39.09,45,0,5.75,US,1677967661
260,Vanavara,60.34,102.2797,12.27,92,100,11.41,RU,1677967661
261,Toamasina,-18.1667,49.3833,77.16,88,97,5.84,MG,1677967661
262,Biograd na Moru,43.9433,15.4519,46.76,74,35,3.78,HR,1677967661
263,Mangai,-4.05,19.5333,75.04,75,100,0.56,CD,1677967662
264,Carballo,43.213,-8.691,49.42,88,0,3.24,ES,1677967662
265,Ezhou,30.4,114.8333,55.58,51,0,4.97,CN,1677967662
266,Sungai Penuh,-2.0833,101.3833,61.2,95,90,3.47,ID,1677967662
267,Phuket,8.0,98.25,77.22,88,20,2.3,TH,1677967663
268,Barpeta,26.3167,91.0,69.31,47,0,1.66,IN,1677967663
269,Dikson,73.5069,80.5464,-6.5,95,100,8.66,RU,1677967663
270,Hīt,33.6416,42.8251,65.55,34,1,6.93,IQ,1677967664
271,Inongo,-1.95,18.2667,78.51,64,100,0.94,CD,1677967664
272,Pacific Grove,36.6177,-121.9166,53.51,84,100,11.5,US,1677967664
273,Dubbo,-32.25,148.6167,66.33,77,40,9.22,AU,1677967482
274,Ust-Kuyga,70.0167,135.6,-7.8,99,100,4.99,RU,1677967665
275,Vao,-22.6667,167.4833,76.46,77,81,18.97,NC,1677967581
276,Aizawl,23.7333,92.7167,51.64,55,0,3.2,IN,1677967665
277,Pinehurst,35.1954,-79.4695,70.52,33,0,11.5,US,1677967665
278,Bagdarin,54.4333,113.6,15.73,73,70,7.11,RU,1677967666
279,Altay,47.8667,88.1167,20.61,71,98,6.76,CN,1677967676
280,Airai,-8.9266,125.4092,58.66,93,100,2.21,TL,1677967663
281,Bathsheba,13.2167,-59.5167,79.41,73,20,17.27,BB,1677967676
282,Porto Velho,-8.7619,-63.9039,84.25,74,40,13.8,BR,1677967447
283,Tasiilaq,65.6145,-37.6368,30.36,93,63,7.16,GL,1677967677
284,Sterling,39.0062,-77.4286,54.68,48,40,17.27,US,1677967484
285,Galesong,-5.3166,119.3661,75.22,82,100,4.74,ID,1677967677
286,Bairiki Village,1.3292,172.9752,84.2,74,40,8.05,KI,1677967677
287,Maungaturoto,-36.1,174.3667,68.13,64,6,9.17,NZ,1677967678
288,Rudnogorsk,57.2639,103.7519,13.53,89,99,11.05,RU,1677967678
289,Ürümqi,43.801,87.6005,23.95,86,90,2.24,CN,1677967678
290,Guilin,25.2819,110.2864,54.64,43,0,2.95,CN,1677967679
291,Villa Carlos Paz,-31.4241,-64.4978,89.38,40,0,5.01,AR,1677967679
292,Paita,-5.0892,-81.1144,79.54,70,19,11.97,PE,1677967679
293,Canning,22.3189,88.6714,80.62,31,0,6.15,IN,1677967680
294,Kozhva,65.1073,57.0459,-19.1,100,95,1.74,RU,1677967680
295,Zubova Polyana,54.0771,42.8372,30.74,96,100,14.2,RU,1677967680
296,Lenine,45.2986,35.7771,43.16,92,15,14.2,UA,1677967680
297,Alyangula,-13.8483,136.4192,78.51,82,99,18.79,AU,1677967681
298,Van Wert,40.8695,-84.5841,50.45,69,0,11.01,US,1677967681
299,Likhoslavl',57.1275,35.464,26.02,97,100,2.89,RU,1677967681
300,Peterhead,57.5058,-1.7981,39.6,77,100,6.6,GB,1677967681
301,Tandaltī,13.0167,31.8667,77.99,15,2,9.62,SD,1677967682
302,Ust'-Uda,54.1742,103.0304,13.6,87,100,3.2,RU,1677967682
303,Santa Teresa del Tuy,10.2341,-66.6631,82.15,64,57,5.88,VE,1677967683
304,Banjar,-8.19,114.9675,75.67,90,100,4.56,ID,1677967683
305,Ende,-8.8432,121.6623,76.03,85,98,4.25,ID,1677967683
306,Heyang,26.1011,107.473,54.68,70,98,0.96,CN,1677967683
307,São Filipe,14.8961,-24.4956,73.74,63,1,7.87,CV,1677967684
308,Waipawa,-41.4122,175.5153,57.18,76,99,7.7,NZ,1677967684
309,Nanton,50.3501,-113.7687,23.27,75,43,7.52,CA,1677967685
310,Tonantins,-2.8731,-67.8022,79.0,96,99,1.7,BR,1677967685
311,Ullapool,57.8987,-5.1604,39.34,97,100,4.54,GB,1677967685
312,Jega,12.2175,4.3792,84.96,15,2,4.72,NG,1677967685
313,Necochea,-38.5473,-58.7368,63.97,51,8,11.48,AR,1677967686
314,Najrān,17.4924,44.1277,69.55,28,95,7.43,SA,1677967686
315,Road Town,18.4167,-64.6167,80.69,65,40,9.22,VG,1677967686
316,Durban,-29.8579,31.0292,76.01,89,82,3.0,ZA,1677967687
317,Shawville,45.6001,-76.4827,32.86,100,100,3.78,CA,1677967687
318,Isangel,-19.55,169.2667,81.39,80,42,6.76,VU,1677967668
319,High Rock,26.6208,-78.2833,82.42,75,82,10.69,BS,1677967687
320,São Miguel do Araguaia,-13.275,-50.1628,77.86,78,52,4.18,BR,1677967630
321,Ţahţā,26.7693,31.5021,78.85,10,2,5.7,EG,1677967688
322,Port Elizabeth,-33.918,25.5701,71.89,99,100,4.61,ZA,1677967688
323,Nanortalik,60.1432,-45.2371,35.4,82,89,13.42,GL,1677967688
324,Bella Vista,36.4295,-94.2316,65.52,40,0,6.91,US,1677967699
325,Sinop Province,41.7711,34.8709,42.85,88,100,4.05,TR,1677967699
326,Bambanglipuro,-7.95,110.2833,77.58,88,100,5.75,ID,1677967699
327,Luangwa,-15.6167,30.4167,73.02,95,69,1.88,ZM,1677967699
328,Agirish,61.9247,63.0231,8.4,96,100,6.22,RU,1677967700
329,Tiznit Province,29.5833,-9.5,56.88,87,100,3.2,MA,1677967700
330,Hofn,64.2539,-15.2082,37.22,76,100,4.36,IS,1677967700
331,Ketchikan,55.3422,-131.6461,41.47,65,20,10.36,US,1677967700
332,Vestmannaeyjar,63.4427,-20.2734,40.51,83,99,12.68,IS,1677967701
333,Beyneu,45.3167,55.2,38.37,84,100,13.78,KZ,1677967701
334,Sarkand,45.41,79.9186,40.73,71,100,7.54,KZ,1677967701
335,Namatanai,-3.6667,152.4333,76.21,89,100,6.58,PG,1677967702
336,Tautira,-17.7333,-149.15,80.11,77,100,9.08,PF,1677967702
337,Ribeira Grande,38.5167,-28.7,60.78,87,100,21.99,PT,1677967702
338,Ulaangom,49.9811,92.0667,5.09,66,98,5.66,MN,1677967702
339,Arshan',46.2732,44.22,37.78,86,16,15.66,RU,1677967703
340,Khovd,48.0056,91.6419,22.91,42,100,9.66,MN,1677967703
341,Mt. Pleasant,32.7941,-79.8626,80.1,37,0,10.36,US,1677967429
342,Soyo,-6.1349,12.3689,78.98,80,99,6.78,AO,1677967703
343,Buala,-8.145,159.5921,80.51,80,100,8.14,SB,1677967704
344,Kiryat Gat,31.61,34.7642,65.39,51,0,4.65,IL,1677967564
345,Farnes,61.3167,7.8,23.88,99,98,3.36,NO,1677967704
346,Ondjiva,-17.0667,15.7333,74.07,26,8,10.71,AO,1677967705
347,Karratha,-20.7377,116.8463,84.09,75,65,10.69,AU,1677967705
348,Islamabad,33.7104,73.1338,59.85,64,71,6.24,PK,1677967705
349,Chardara,41.2547,67.9692,58.17,48,94,17.27,KZ,1677967705
350,Port Hedland,-20.3167,118.5667,82.45,78,75,8.05,AU,1677967706
351,Miles City,46.4083,-105.8406,40.17,35,0,3.44,US,1677967706
352,Naze,28.3667,129.4833,55.45,62,0,11.32,JP,1677967706
353,Tilichiki,60.4667,166.1,-23.94,94,14,6.78,RU,1677967706
354,Huangyan,28.6478,121.2594,44.98,87,0,1.34,CN,1677967707
355,Texarkana,33.4251,-94.0477,70.02,44,0,5.99,US,1677967707
356,Sinnamary,5.3833,-52.95,77.36,86,30,13.76,GF,1677967707
357,Starobaltachevo,56.0013,55.9213,29.44,97,100,13.49,RU,1677967708
358,Trofors,65.5333,13.4063,26.47,97,49,2.64,NO,1677967708
359,Tarakan,3.3,117.6333,77.31,82,96,12.12,ID,1677967708
360,Ozinki,51.1786,49.6769,31.08,86,100,12.53,RU,1677967708
361,Shahr-e Bābak,30.1165,55.1186,50.68,33,22,2.44,IR,1677967709
362,Jalingo,8.8833,11.3667,87.93,28,8,3.83,NG,1677967709
363,Campbell River,50.0163,-125.2446,40.44,100,75,3.44,CA,1677967709
364,Kavieng,-2.5744,150.7967,76.01,90,100,10.0,PG,1677967710
365,San Ramon,37.7799,-121.978,52.27,81,100,13.8,US,1677967425
366,Bilibino,68.0546,166.4372,-10.44,98,100,1.86,RU,1677967710
367,Ilulissat,69.2167,-51.1,42.82,52,88,13.8,GL,1677967710
368,Zapotiltic,19.6167,-103.4333,81.01,25,75,4.0,MX,1677967711
369,Galle,6.0367,80.217,75.36,85,95,6.76,LK,1677967711
370,Alice Springs,-23.7,133.8833,60.35,48,10,5.75,AU,1677967513
